Pitcher_ID,Throwing_Hand,Throw_Cutter,Throw_Sinker,Count_Pitches,Max_Velocity,Max_Break,Diff_Velocity,Diff_Spin,Sim,Strikeout_Rate
359,Left,No,No,5,93.369,11.687,13.606,1554.79,0.41508661,7.38
360,Left,No,No,4,96.394,11.446,15.232,1537.44,0.57345289,9.6
361,Right,No,No,2,94.788,9.532,10.114,723.033,0.96545639,8.5
362,Left,No,No,4,90.425,12.719,14.386,1257.03,0.62573758,7.63
363,Right,No,Yes,4,95.334,11.279,16.014,1544.93,0.38204589,9.85
364,Right,Yes,No,2,93.382,9.189,9.62,1359.15,0.46464015,9.69
365,Right,Yes,No,3,93.883,9.234,9.07,1357.61,0.60861337,8.37
366,Left,No,No,4,92.897,11.683,13.43,1038.62,0.16216345,9.77
367,Right,No,No,5,94.18,9.966,12.854,1362.74,0.59215792,8.23
368,Left,No,No,5,94.297,11.186,11.83,1628.63,0.34307253,7.06
369,Right,No,No,5,93.877,11.698,13.388,1484.11,0.61519736,6.49
370,Left,No,No,6,90.89,9.474,8.605,859.824,0.55643221,5.18
371,Right,No,No,3,93.092,9.122,8.708,1372.16,0.04790934,9.01
372,Left,No,No,5,95.064,8.727,10.173,1411.52,0.04533542,9.14
373,Left,No,No,4,94.485,11.774,13.084,945.669,0.45602996,10.36
374,Left,No,No,5,89.986,11.884,15.451,1148.58,0.5318807,5.4
375,Left,No,No,5,91.233,11.547,13.52,1521.23,0.15798883,7.07
376,Right,No,No,3,95.134,10.595,13.547,1228.25,0.63136647,9.29
377,Right,No,No,4,91.416,11.866,13.587,1639.98,0.53184702,7.84
378,Right,Yes,Yes,2,93.943,9.649,8.862,750.7,0.49342285,9.03
379,Right,No,No,3,91.946,11.793,14.558,1254.84,0.55239291,9.12
380,Right,No,No,4,91.137,10.841,9.777,1419.38,0.91350164,8.49
381,Right,No,No,4,90.527,11.079,12.772,1560.03,0.19569399,7.88
382,Right,No,No,5,94.466,12.624,16.512,1451.75,0.91831558,6.08
383,Right,Yes,Yes,2,92.583,10.193,9.385,1057.83,0.46495404,9.51
384,Left,No,No,3,92.037,10.999,9.6,993.962,0.00407782,9.53
385,Right,No,No,2,95.485,9.504,13.726,1503.43,0.10834152,10
386,Left,No,No,3,93.127,12.39,11.591,812.27,0.4762443,6.89
387,Right,No,No,5,92.904,9.901,11.892,1533.58,0.8215456,7.61
388,Left,No,No,5,91.364,8.826,10.698,1652.54,0.27278582,9.15
389,Right,No,No,3,91.676,9.967,10.679,1314.92,0.87908779,9.75
390,Left,No,No,3,91.178,10.165,10.514,1289.45,0.60854922,9.07
391,Left,No,No,4,93.728,10.451,12.7,1237.41,0.880577,8.6
392,Left,No,No,5,92.933,10.217,9.399,1563.18,0.4256886,7.6
393,Right,No,No,4,91.805,12.518,16.045,1323.82,0.96907068,7.06
394,Right,Yes,No,3,91.409,10.245,9.122,985.803,0.9687014,7.62
395,Left,No,No,4,93.394,10.192,10.344,650.798,0.79492299,8.01
396,Left,No,No,4,90.836,11.393,10.363,1227.18,0.39792529,8.28
397,Left,No,No,3,94.721,9.946,8.818,830.124,0.0428653,11.02
398,Right,No,No,3,95.121,9.94,11.433,1252.7,0.15904873,8.52
399,Right,No,No,4,94.53,9.598,11.62,1671.54,0.86580002,7.98
400,Right,No,No,3,94.505,11.548,12.861,903.774,0.20823012,8.43
401,Right,No,No,2,93.445,7.346,5.084,1245.21,0.51315208,10.6
402,Right,No,No,2,93.307,9.854,9.394,1261.92,0.13750898,8.48
403,Right,No,No,4,91.081,14.189,16.079,1019.74,0.01364023,8.07
404,Right,Yes,No,4,92.545,9.464,8.899,1328.49,0.56388734,6.9
405,Left,No,No,5,93.949,10.829,14.566,1688.48,0.35292728,6.1
406,Right,No,Yes,2,94.731,10.093,11.515,1348.67,0.36638907,10.33
407,Right,No,No,5,91.427,12.383,13.132,1199.31,0.81520782,7.42
408,Right,Yes,No,5,92.859,12.506,14.634,1006.08,0.96474145,7.33
409,Left,No,No,3,96.631,10.004,11.387,1172.95,0.09587422,9.84
410,Right,No,No,3,90.123,12.845,12.544,1504.18,0.9939449,9.17
411,Left,No,No,4,97.388,11.6,14.364,1060.04,0.84852822,8.07
412,Right,Yes,Yes,2,96.89,8.846,9.204,1487.51,0.9699147,9.94
413,Right,No,No,4,94.211,11.224,11.32,1065.93,0.20218811,8.62
414,Right,No,No,4,93.375,12.484,13.717,1012.39,0.39646225,9.2
415,Right,No,No,4,94.17,11.913,14.534,1206.97,0.94211109,10.16
416,Right,No,No,4,94.049,10.802,13.121,1550.41,0.98744048,9.68
417,Right,Yes,No,3,93.297,9.065,12.308,1627.93,0.40588048,10.43
418,Right,No,No,4,91.284,11.034,9.843,1329.61,0.78254448,5.83
419,Right,No,Yes,4,95.561,9.199,10.952,1528.36,0.18385934,6.31
420,Right,Yes,No,2,93.377,10.618,14.379,1039.08,0.04843779,7.88
421,Left,No,No,5,90.825,10.779,10.769,995.89,0.58343397,7.19
422,Left,No,No,3,94.41,9.054,10.199,1488.91,0.92459805,9.61
423,Right,No,No,4,92.902,10.962,12.594,1577.37,0.1762209,7.86
424,Left,No,No,5,93.26,9.838,12.448,1641.02,0.19154477,10.73
425,Right,No,No,3,91.49,12.069,13.006,899.444,0.39538361,8.7
426,Left,No,No,3,95.519,8.797,11.364,1100.21,0.73942947,10.63
427,Right,No,No,4,91.388,12.247,16.18,1225.9,0.09536753,8.62
428,Right,Yes,Yes,2,92.741,10.988,12.628,1734.89,0.81262681,11.37
429,Right,Yes,No,3,90.694,11.741,13.202,767.408,0.42859576,8.19
430,Right,No,No,4,92.856,12.058,13.829,1647.61,0.92864761,8.54
431,Right,No,No,3,91.653,11.279,10.898,1098.18,0.0442905,7.18
432,Right,No,No,5,91.721,10.831,14.447,1519.16,0.23175049,7.29
433,Right,No,No,3,91.404,11.521,10.811,1367.27,0.35880567,8.13
434,Right,Yes,Yes,2,92.412,11.063,11.859,957.574,0.20569181,9.69
435,Right,No,No,5,93.862,10.727,12.619,1574.88,0.19264793,6.05
436,Right,Yes,Yes,4,90.718,11.51,11.48,867.82,0.91430399,7.08
437,Left,No,No,4,93.05,12.964,15.362,1248.05,0.99109516,8.82
438,Right,No,No,4,91.696,12.306,12.907,1068.11,0.97622322,6.9
439,Right,No,No,4,90.021,10.999,11.458,1351.2,0.06995479,7.69
440,Right,Yes,Yes,2,92.619,13.462,16.174,787.185,0.75533958,10.31
441,Right,No,No,3,90.967,12.582,12.077,835.231,0.81379159,8.57
442,Right,No,No,3,92.506,10.395,12.895,930.998,0.5040556,8.18
443,Left,No,No,3,93.873,11.686,13.403,1451.41,0.60676419,10.52
444,Right,No,No,4,94.978,12.788,15.079,1037.87,0.6157887,10.9
445,Left,No,No,5,91.09,12.084,13.555,1230.28,0.48450156,6.58
446,Right,No,No,5,91.707,10.448,12.327,1690.34,0.98658195,6.53
447,Right,No,No,4,95.259,9.357,11.148,1256.29,0.00705081,8.27
448,Left,No,No,4,93.892,11.731,14.796,1138.95,0.67250728,10.46
449,Right,Yes,Yes,3,92.616,13.804,17.403,1379.69,0.58930924,11.13
450,Right,No,No,5,91.575,10.978,12.773,1238.09,0.5355244,7.63
451,Right,No,No,3,91.902,10.751,13.362,1299.85,0.39770277,10.45
452,Right,Yes,Yes,3,94.308,11.318,12.948,1285.54,0.87861947,7.39
453,Right,Yes,Yes,2,92.97,8.201,9.479,1261.29,0.59605365,10.4
454,Right,Yes,No,4,95.655,11.261,15.814,1662.48,0.54490361,9.53
455,Right,No,No,4,91.745,9.898,10.689,1350.68,0.15078822,8.03
456,Right,Yes,Yes,3,92.35,10.721,10.907,961.778,0.13346019,8.48
457,Right,No,No,3,93.274,11.178,12.763,1316.4,0.32886063,7.29
458,Right,No,No,2,95.667,6.921,7.023,1870.5,0.17707718,10.71
459,Right,No,No,3,93.716,9.199,9.85,2040.69,0.51521779,6.7
460,Right,No,No,3,95.09,11.824,14.457,726.053,0.37928473,8.2
461,Left,No,No,4,92.782,9.518,9.527,1424.2,0.24047802,6.73
462,Right,No,No,3,92.932,10.669,10.99,1111.95,0.95731867,8.75
463,Right,No,No,4,90.921,11.001,12.858,1289.65,0.49024197,7.4
464,Right,No,No,5,93.351,11.339,13.085,1619.06,0.90266121,8.7
465,Left,No,No,5,95.042,12.588,16.138,1103,0.11816363,10.96
466,Right,No,No,4,92.545,12.27,12.579,1002.71,0.89613351,8.43
467,Left,Yes,No,3,97.86,9.42,12.646,1531.18,0.60703732,11.2
468,Right,No,No,6,90.193,13.865,17.207,1316.58,0.40796985,5.06
469,Right,No,No,4,92.896,10.466,12.654,1153,0.95124751,10.11
470,Right,No,No,3,91.32,11.949,12.424,1218.16,0.97150044,8.89
471,Left,No,No,5,93.199,11.716,13.515,1249.8,0.16195669,7.47
472,Right,No,No,4,93.618,13.539,14.427,1278.25,0.23698827,7.67
473,Right,No,No,2,93.504,11.832,13.873,1303.43,0.61394571,9.22
474,Left,No,No,6,93.237,13.882,16.639,1041.43,0.68115043,7.56
475,Right,No,No,5,93.235,8.79,10.388,1509.68,0.80894465,6.34
476,Right,No,No,4,91.96,11.205,11.708,1719.47,0.89189008,7.69
477,Right,Yes,No,3,92.088,11.447,14.842,1401.59,0.14570519,7.6
478,Right,No,No,6,90.33,12.143,12.454,1193.95,0.79463339,7.09
479,Right,No,No,5,93.671,10.091,13.258,1389.18,0.66516093,8.37
480,Right,No,Yes,4,92.585,11.433,12.338,1241.54,0.60557891,7.55
481,Left,No,No,5,91.894,12.368,14.817,1101.53,0.11740352,8.14
482,Right,Yes,Yes,2,90.516,12.031,12.051,1385.06,0.55813794,7.76
483,Left,Yes,No,4,89.192,12.836,12.771,647.066,0.19922237,5.95
484,Right,Yes,Yes,3,93.334,10.665,11.881,1449.59,0.89342081,9.51
485,Right,No,No,3,91.957,8.256,7.668,1288.91,0.21496658,9.77
486,Left,No,No,2,93.222,11.658,11.198,882.152,0.3676656,10.19
487,Right,No,Yes,3,94.403,8.491,10.422,1967.58,0.37031921,6.84
488,Left,Yes,No,4,94.321,10.804,12.688,1205.29,0.05988624,6.94
489,Right,Yes,No,3,92.471,11.748,12.266,638.724,0.66024703,10.48
490,Right,No,No,5,91.962,12.96,14.985,1220.73,0.48833829,7.41
491,Right,No,No,3,90.636,9.555,11.229,1392.44,0.60001448,7.93
492,Right,No,No,3,91.252,11.133,13.592,1423.7,0.64344512,9.46
493,Right,No,Yes,5,96.519,10.679,15.807,1948.32,0.05198458,7.97
494,Right,No,Yes,3,93.613,11.153,13.721,1161.14,0.639749,8.44
495,Right,No,No,4,93.543,8.514,7.85,1519.46,0.52696839,6.94
496,Right,No,No,5,95.21,12.129,15.222,976.617,0.72775958,8.49
497,Right,No,No,4,89.993,10.862,12.379,1071.98,0.21053389,6.67
498,Right,No,No,3,93.484,10.743,13.255,1185.56,0.86220501,10.71
499,Left,No,No,4,91.178,9.657,7.624,1244.57,0.73936091,7.2
500,Right,No,No,4,93.347,13.328,15.314,1301.79,0.13567858,7.3
501,Right,No,No,6,92.583,14.789,17.932,1164.35,0.20981303,7.23
502,Left,No,No,4,94.263,11.23,12.811,1151.13,0.07111262,7.9
503,Left,No,No,4,94.725,8.055,8.035,1287.22,0.65887824,8.11
504,Right,No,No,3,89.073,10.382,11.122,1271.24,0.91687214,7.6
505,Left,No,No,5,95.675,10.802,13.615,1023.41,0.42703776,9.85
506,Right,No,Yes,4,93.38,10.753,12.372,1332.35,0.39887062,8.59
507,Left,No,No,5,90.65,10.483,10.865,974.801,0.73544599,6.76
508,Right,No,No,2,94.145,10.44,12.625,1339.61,0.13854102,11.49
509,Right,No,No,4,93.584,11.302,13.021,1188.47,0.93407355,7.27
510,Right,No,No,5,89.656,11.301,13.215,1152.97,0.32519959,6.07
511,Right,No,Yes,3,95.01,9.455,9.959,1377.56,0.54018009,9.76
512,Right,No,No,4,92.828,11.388,13.083,1417.45,0.85484303,9.89
513,Right,Yes,Yes,3,94.42,11.56,14.391,1275.2,0.19013814,11.44
514,Right,No,No,4,91.323,11.074,9.576,930.648,0.16811377,7.35
515,Right,No,No,3,94.459,9.133,9.189,1193.61,0.9403587,9.01
516,Right,Yes,No,4,90.614,12.768,16.099,1513.39,0.02001797,8.4
517,Right,No,No,3,96.676,10.374,14.619,1447.78,0.26335775,11.16
518,Right,No,No,3,91.167,10.498,12.996,967.175,0.7311496,8.56
519,Right,Yes,No,3,95.219,11.501,14.03,1372.6,0.05126346,9.39
520,Right,No,Yes,2,97.135,9.119,11.485,936.057,0.45347675,10.74
521,Right,No,No,4,91.56,10.716,9.664,1039.49,0.11737235,7.64
522,Right,No,No,5,91.84,12.873,14.706,1272.06,0.74734385,7.52
523,Right,No,No,3,93.469,10.842,14.43,1116.6,0.44759852,9.14
524,Left,No,No,4,93.313,9.702,10.361,995.103,0.97831847,9.38
525,Right,No,No,3,90.715,9.74,8.162,1233.07,0.15915235,9.49
526,Right,No,No,3,91.29,11.603,13.083,978.71,0.38648708,9.65
527,Left,No,No,6,90.883,13.267,14.676,1116.41,0.97423089,8.63
528,Right,No,No,2,92.001,9.42,9.215,1413.21,0.35021916,9.25
529,Left,No,No,4,92.468,11.636,11.127,841.281,0.12419071,8.7
530,Right,No,No,2,94.028,9.757,10.503,954.816,0.81384456,10.07
531,Right,No,No,4,92.223,11.65,12.457,1167.35,0.88969766,8.98
532,Right,Yes,Yes,4,91.065,11.342,13.206,1203.81,0.11045267,8.4
533,Right,Yes,No,3,90.917,10.201,11.511,1589.68,0.6373587,7.97
534,Right,No,No,4,91.91,11.174,12.362,1624.59,0.76336374,7.27
535,Left,No,No,3,94.398,10.266,10.754,970.053,0.47518643,9.09
536,Left,No,No,4,95.087,12.524,16.299,980.476,0.48558067,8.92
537,Left,No,No,2,91.261,8.898,5.881,1303.5,0.75417367,8.9
538,Right,No,No,5,92.387,13.175,12.592,555.132,0.24638301,6.05
539,Left,No,No,4,90.316,9.362,8.579,1529.66,0.45949537,7.04
540,Right,No,No,4,93.451,10.96,13.619,1481.94,0.92224088,7.58
541,Right,No,No,4,89.722,8.707,7.897,1244.34,0.55171994,6.28
542,Right,Yes,No,2,90.619,9.69,9.826,1512.07,0.0260548,8.91
543,Right,Yes,No,3,92.002,11.518,13.136,1060.73,0.62701006,8.96
544,Right,No,No,5,93.025,11.824,14.611,1177.44,0.28880591,9.35
545,Right,No,No,4,92.67,8.875,8.637,1362.12,0.85169558,8.96
546,Right,Yes,Yes,4,89.614,14.705,16.501,680.538,0.12376445,7.68
547,Right,No,No,4,91.091,12.212,15.958,1508.07,0.07726385,7.39
548,Right,No,No,4,90.767,13.72,15.821,1087.65,0.16095648,8.43
549,Right,No,No,5,89.727,12.473,12.702,1292.48,0.61832198,6.58
550,Right,No,No,5,90.397,12.2,13.036,910.533,0.35955641,7.45
551,Right,No,No,4,88.057,11.422,10.606,1228.6,0.87864361,7.79
552,Right,No,Yes,4,95.697,13.303,15.648,994.195,0.02446998,7.81
553,Right,Yes,No,2,92.329,11.317,13.004,863.979,0.86128724,7.76
554,Right,No,No,3,89.638,10.412,9.928,824.412,0.10891547,8.87
555,Left,No,No,4,91.267,10.853,12.333,1096.97,0.05292739,6.51
556,Right,No,No,3,90.699,11.185,10.83,1126.08,0.81924033,7.24
557,Right,No,No,4,91.222,11.251,12.363,1321.33,0.46516676,7.04
558,Right,No,No,4,89.152,12.418,13.923,1398.1,0.44869466,7.18
559,Right,No,No,4,91.893,8.257,5.671,1345.51,0.48822967,6.57
560,Left,No,No,3,94.756,9.095,9.28,1187.99,0.60029977,7.38
561,Left,No,No,5,89.529,11.704,10.33,989.972,0.6842981,6.75
562,Right,No,No,5,93.74,9.413,11.3,1515.07,0.10760049,8.86
563,Right,No,No,2,95.364,10.676,12.664,969.927,0.54694749,9.56
564,Right,Yes,Yes,2,93.365,10.146,9.908,1038.8,0.94812358,9.14
565,Right,No,No,4,92.55,11.349,14.799,1323.12,0.43172123,8.32
566,Right,No,No,6,92.552,11.263,14.148,1254.44,0.77279228,8.11
567,Left,No,No,5,94.105,11.344,11.259,1144.29,0.45217534,7.09
568,Left,No,No,4,92.541,12.543,15.594,1292.72,0.40389429,9.32
569,Right,No,No,2,95.151,9.519,11.251,1122.32,0.37871933,9.25
570,Left,No,No,4,92.721,10.933,10.885,1056.02,0.77025336,7.1
571,Right,Yes,No,3,94.456,11.391,12.777,1168.12,0.45097402,9.15
572,Right,No,No,5,94.457,10.514,12.312,1352.81,0.12142547,6.95
573,Left,No,No,6,93.717,11.132,12.908,1522.54,0.63455287,6.97
574,Right,No,No,4,93.932,9.34,9.628,1400.87,0.75730648,8.48
575,Right,Yes,No,4,92.606,11.73,13.779,1232.53,0.06980795,7.99
576,Right,No,No,2,94.272,8.579,9.028,1663.95,0.24403585,11.1
577,Right,No,No,6,91.5,14.334,17.336,1181.49,0.69043682,6.73
578,Right,No,Yes,3,92.276,11.155,12.687,1146.41,0.39911649,9.02
579,Right,No,Yes,3,91.64,10.568,11.279,977.649,0.73461578,6.86
580,Left,No,No,4,92.808,11.958,14.295,958.798,0.57855249,8.8
581,Left,No,No,5,88.258,13.266,14.693,1006.07,0.11666449,8.97
582,Right,No,No,3,88.675,11.292,9.77,1155.48,0.32896516,7.49
583,Right,No,No,2,92.643,11.311,11.153,906.97,0.66495329,9.97
584,Right,No,No,4,94.05,11.785,12.215,1422.84,0.4833171,8.09
585,Right,No,No,3,91.536,9.417,10.368,1181.07,0.91159375,8.9
586,Right,Yes,No,3,94.442,12.068,16.584,1559.24,0.14644814,11.09
587,Right,No,Yes,4,95.067,9.34,11.431,1667.19,0.36965448,8.58
588,Right,No,No,3,90.875,11.027,12.17,986.694,0.07471253,7.89
589,Right,No,No,5,93.522,11.141,14.33,1575,0.92463034,7.05
590,Right,No,No,4,91.635,10.726,12.822,1389.14,0.70969029,7.51
591,Right,No,No,3,93.391,9.527,9.733,1258.86,0.7239266,9.61
592,Right,Yes,Yes,2,93.553,11.302,14.194,1285.4,0.57819263,8.9
593,Right,Yes,No,3,93.987,9.813,10.311,1239.24,0.14525852,10.47
594,Left,No,No,6,96.823,11.006,15.921,769.2,0.93903166,8.18
595,Left,No,No,5,95.567,10.985,13.111,1039.21,0.99534798,8.5
596,Left,No,No,6,93.709,13.565,18.101,1175.79,0.53299685,7.18
597,Right,Yes,Yes,2,91.773,11.214,10.11,812.929,0.86260934,8.93
598,Left,No,No,5,92.214,11.871,14.746,1214.35,0.40959833,9.64
599,Right,No,No,4,92.678,14.502,15.559,828.094,0.1451186,8.25
600,Right,No,No,4,91.737,12.773,13.933,1177.79,0.52487132,8.22
601,Left,No,No,5,93.533,9.633,10.671,973.705,0.19484175,8.77
602,Right,No,No,2,94.761,10.313,10.037,840.279,0.99238156,11.21
603,Right,No,No,2,91.275,8.654,8.083,1449.65,0.35660434,8.21
604,Right,No,No,3,92.023,9.872,11.586,1256.86,0.32615649,7.25
605,Right,No,No,2,95.87,11.36,14.978,1095.31,0.41306401,9.82
606,Left,No,No,4,95.122,11.468,13.911,1190.13,0.30349093,7.1
607,Left,No,No,4,94.837,10.267,12.959,869.143,0.51881705,8.17
608,Left,No,No,5,93.052,9.856,11.031,1391.58,0.24834613,8.07
609,Right,Yes,Yes,4,93.475,11.525,15.802,1811.93,0.13830717,7.74
610,Left,No,No,6,89.69,12.869,14.848,1162.6,0.86899077,6.48
611,Right,No,No,4,90.355,13.117,15.043,1071.41,0.61902624,7.76
612,Right,Yes,No,3,92.391,9.614,12.365,1704.3,0.44764137,6.69
613,Left,No,No,3,93.514,10.558,11.328,1062.33,0.88638279,8.06
614,Right,Yes,No,3,92.699,10.48,11.535,1479.52,0.06501289,8.37
615,Right,No,No,4,88.578,12.067,13.715,1059.42,0.74786346,6.51
616,Left,No,No,4,90.188,11.098,9.845,1016.28,0.60534823,7.82
617,Right,No,No,3,93.905,8.779,10.753,1799.09,0.23563659,8.53
618,Left,No,No,6,93.87,13.219,16.28,1244.39,0.20501414,6.05
619,Right,No,No,3,94.8,11.233,11.676,1418.1,0.49993652,9.94
620,Right,No,No,4,91.145,11.217,11.146,1532.83,0.75455397,8.18
621,Right,Yes,No,3,94.771,9.324,10.878,1057.82,0.11886384,7.82
622,Right,Yes,Yes,4,92.296,11.538,15.421,1492.47,0.20684844,9.84
623,Right,No,No,4,92.264,13.59,13.781,882.777,0.30431557,7.94
624,Right,Yes,No,4,91.537,10.226,12.703,1327.79,0.64471413,4.63
625,Right,No,No,4,93.982,10.436,12.967,1492.23,0.43132065,7.11
626,Right,No,No,5,91.457,10.069,11.18,1617.85,0.3536684,6.29
627,Right,No,No,4,92.252,13.342,14.709,1029.64,0.7373632,8.2
628,Left,No,No,4,91.942,8.944,6.377,1277.99,0.91588666,7.47
629,Right,No,No,4,95.954,10.956,12.636,1617.3,0.85857334,7.02
630,Right,Yes,No,3,91.95,9.526,10.823,979.122,0.4827291,7.24
631,Left,No,No,6,94.622,12.171,16.775,1701.19,0.02849857,8.04
632,Left,No,No,3,92.901,8.161,8.539,1359.69,0.0774381,8.46
633,Right,No,No,5,93.401,13.194,15.966,1401.04,0.41302855,8.87
634,Right,No,No,5,94.482,13.081,16.54,1223.59,0.27146172,8.93
635,Right,No,No,5,95.066,11.095,15.395,1688.98,0.29681007,8.71
636,Right,No,No,4,89.322,12.457,16.244,796.917,0.07222787,7.96
637,Left,No,No,3,91.466,11.153,9.957,963.508,0.75169853,9.96
638,Right,No,No,4,95.311,12.268,16.345,1175.3,0.41305489,10.27
639,Right,No,No,4,92.185,10.481,11.406,1193.19,0.78819708,7.34
640,Right,No,No,4,94.258,6.438,7.973,1633.52,0.27505103,9.07
641,Right,No,Yes,3,93.312,8.664,8.55,1331.29,0.17448966,7.69
642,Left,No,No,3,94.23,10.985,11.652,1153.07,0.41418966,9.85
643,Left,No,No,4,95.596,10.232,9.441,1038.78,0.85074902,8.53
644,Right,No,No,4,90.819,12.389,14.821,1401.79,0.65674808,9.68
645,Right,No,No,3,94.457,11.891,11.739,1381.69,0.1752353,9.45
646,Right,No,No,5,90.438,12.633,16.576,1188.37,0.62060501,8.23
647,Left,No,No,4,92.778,9.876,11.215,1108.31,0.0395069,7.73
648,Left,No,No,4,94.796,10.237,11.249,919.917,0.65949688,8.21
649,Right,No,No,4,95.529,11.303,14.313,1844.19,0.48542169,10.12
650,Left,No,No,3,91.531,10.987,11.192,717.221,0.73599159,9.15
651,Right,Yes,No,3,92.033,10.537,11.331,1116.98,0.69116355,8.45
652,Right,No,No,2,94.638,10.217,10.098,1060.89,0.20748546,8.46
653,Right,No,No,2,91.599,10.964,12.012,927.063,0.07566243,7.57
654,Right,No,No,5,90.005,13.089,15.154,1392.92,0.1039084,6.18
655,Right,No,No,5,94.01,11.807,13.009,1292.99,0.95893105,7.5
656,Right,No,No,4,93.951,13.475,16.647,1226.7,0.80497493,8.11
657,Right,Yes,Yes,4,93.003,11.85,13.425,1111.97,0.43384265,9.89
658,Right,No,No,3,94.043,10.968,11.793,515.15,0.56944599,8.27
659,Right,No,No,4,91.656,11.973,9.825,1269.16,0.68779104,6.76
660,Right,No,No,3,91.14,11.915,12.117,1129.01,0.63368016,7.96
661,Right,Yes,No,3,93.199,9.672,10.127,1511.23,0.77037002,6.24
662,Right,No,No,5,92.611,10.433,12.471,1591.36,0.34500916,7.23
663,Right,No,No,5,93.092,10.902,12.352,1382.09,0.35732236,7.15
664,Right,Yes,Yes,4,93.663,11.207,13.827,1318.22,0.39906764,6.72
665,Right,No,No,3,90.961,9.354,9.779,1157.63,0.95967391,7.26
666,Right,Yes,No,3,92.75,8.763,8.334,1247.54,0.51127083,9.32
667,Right,Yes,No,2,93.726,9.704,9.305,1076.38,0.13190054,10.74
668,Right,No,No,5,90.771,10.519,12.094,1472.53,0.01096451,4.85
669,Right,No,No,5,92.522,11.154,13.536,1098.66,0.88942084,8.56
670,Left,No,No,4,93.578,11.59,13.109,1098.47,0.29875111,8.25
671,Left,No,No,3,93.926,8.795,8.488,1164.73,0.15278892,7.94
672,Right,No,No,3,93.999,11.441,14.492,1370.55,0.61071554,10.59
673,Right,No,No,4,93.876,10.298,10.347,1220.84,0.08360378,9.2
674,Right,No,No,4,89.794,13.57,13.655,1437.86,0.84345465,9.83
675,Right,No,No,2,90.359,10.138,9.152,817.127,0.97089276,8.75
676,Left,No,No,3,95.361,11.852,15.663,1108.87,0.13394542,9.07
677,Right,Yes,No,3,91.338,9.985,9.503,813.527,0.42580941,8.18
678,Left,No,No,4,96.126,11.505,13.475,1299.45,0.62270918,9.3
679,Right,No,Yes,2,92.61,9.755,11.11,1289.54,0.41419743,9.81
680,Left,No,No,3,92.605,11.653,11.949,1035.95,0.53801217,9.77
681,Left,No,No,5,95.244,11.55,14.275,1144.96,0.03931331,7.95
682,Right,No,No,4,92.145,9.44,10.594,1558.93,0.49348985,10.43
683,Right,No,Yes,4,94.965,10.532,12.789,1094.69,0.3159281,8.6
684,Right,Yes,Yes,2,94.948,9.459,11.795,1411.23,0.57839562,7.97
685,Right,No,No,5,89.965,12.833,13.64,997.953,0.87928153,6.14
686,Left,No,No,4,93.679,11.619,15.503,1110.04,0.04295451,8.48
687,Right,No,No,4,92.214,13.044,17.473,1388.33,0.40094306,7.77
688,Left,No,No,5,96.599,10.122,12.441,1333.15,0.28927078,7.98
689,Right,Yes,No,4,94.165,9.407,11.846,887.598,0.47954802,8.86
690,Right,No,No,4,96.254,10.347,15,1274.74,0.46192028,7.19
691,Right,Yes,Yes,2,92.389,8.821,8.006,1390.79,0.23310998,8.25
692,Left,No,No,5,93.675,11.967,14.232,796.434,0.57420734,6.26
693,Right,No,No,5,92.387,10.129,11.36,1595.46,0.05610818,7.46
694,Left,No,No,3,94.278,11.103,13.113,1079.49,0.81049129,9.72
695,Right,No,No,3,92.084,8.994,10.42,1565.79,0.41871533,8.86
696,Left,No,No,3,90.158,9.39,6.346,1382.25,0.72598762,9.35
697,Right,No,No,4,92.71,10.251,13.079,1611.95,0.91908749,7.11
698,Left,No,No,5,93.919,11.565,14.658,1261.11,0.03112497,8.43
699,Right,No,No,5,91.577,12.167,13.438,1187.44,0.88954602,6.69
700,Right,No,No,5,94.476,12.056,12.565,980.468,0.99260244,8.19
701,Right,No,No,4,92.147,11.312,13.918,1364.44,0.39585173,7.51
702,Right,No,No,5,92.135,10.982,11.689,1452.78,0.08621407,6
703,Right,No,No,4,93.334,12.454,13.941,1297.71,0.34055724,10.25
704,Right,No,No,3,93.741,9.262,11.359,1165.88,0.04803154,7.42
705,Left,No,No,4,95.426,8.187,9.031,1316.3,0.0066367,7.6
706,Right,No,No,4,92.85,11.215,12.725,1329.03,0.16081945,11.29
707,Left,Yes,No,3,93.514,11.622,11.934,963.134,0.54781195,8.42
708,Right,No,No,4,90.349,12.665,13.196,774.165,0.46829131,6.44
709,Right,Yes,Yes,2,95.274,11.867,15.508,1440.92,0.33365502,10.55
710,Left,No,No,6,91.845,9.824,10.436,1221.37,0.24637259,8.01
711,Left,No,No,5,93.669,11.18,11.435,914.884,0.17858859,7.34
712,Left,No,No,5,91.001,10.261,9.181,1388.17,0.4114087,7.43
713,Right,No,No,2,95.546,10.883,11.472,1358.99,0.84828314,10.5
714,Right,No,No,3,90.569,12.121,13.622,1082.7,0.96477548,8.18
715,Right,No,No,3,92.565,10.944,10.533,1213.07,0.1492036,8.24
716,Left,No,No,4,94.754,11.695,13.882,1338.36,0.80716032,8.32
717,Right,No,No,2,92.894,10.609,13.944,1184.6,0.51896387,9.85
718,Right,Yes,Yes,3,93.156,10.695,9.741,1648.41,0.26937357,7.35
719,Right,Yes,No,2,90.815,10.377,11.301,1240.43,0.31603723,6.74
720,Right,No,No,3,92.43,10.065,10.835,1314.29,0.10679626,7.16
