Item_ID,Item_Weight,Low_Fat_Content,Item_Visibility,Drink,Max_Retail_Price,Store_Built,Large_Size_Store,Item_Sales,sim
403,20.6,No,0.031,No,10.57,1997,No,7833.8028,0.057
404,6.3,Yes,0.028,Yes,4.4,2004,No,1221.0772,0.521
405,5.9,No,0.096,No,2.14,1997,No,669.129,0.501
406,18.9,Yes,0.142,No,8.41,1997,No,2874.9244,0.508
407,17.7,Yes,0.116,No,9.14,1987,Yes,5163.9448,0.255
408,16.1,No,0.014,No,5.39,1987,Yes,323.5788,0.056
409,9.8,Yes,0.027,No,6.42,2009,Yes,1265.02,0.463
410,17.6,No,0.076,No,5.59,1997,No,1125.202,0.197
411,12.2,No,0.059,No,8.21,1999,No,5198.5664,0.625
412,9.3,Yes,0.038,No,3.08,1987,Yes,379.506,0.824
413,19.3,No,0.058,No,4.11,1999,Yes,2432.8332,0.187
414,15.4,Yes,0.016,No,7.2,1987,Yes,3006.087,0.878
415,7,Yes,0.05,No,4.11,1987,Yes,2746.425,0.047
416,12.3,Yes,0.069,Yes,5.32,2004,No,857.5504,0.613
417,5.5,No,0.032,No,9.24,2004,No,4287.752,0.575
418,19.3,Yes,0.108,No,1.67,2009,Yes,441.4254,0.663
419,13.4,Yes,0.038,No,12.01,1987,Yes,2860.2768,0.467
420,14.3,No,0.065,No,4.49,1997,No,966.7416,0.996
421,19.1,Yes,0.045,No,1.94,2004,No,365.5242,0.963
422,8.7,Yes,0.121,No,4.69,1987,Yes,1783.6782,0.516
423,19.6,Yes,0.094,No,12.61,1987,Yes,2790.3678,0.791
424,19.5,Yes,0,No,8.97,1999,Yes,2328.3026,0.088
425,19.1,Yes,0.097,No,11.66,1997,No,5141.3076,0.637
426,6.1,Yes,0.103,No,2.7,2009,Yes,808.947,0.27
427,6.6,Yes,0.025,No,5.03,2004,No,2665.8632,0.439
428,17,Yes,0.052,No,6.25,1987,Yes,1108.557,0.218
429,16.1,No,0.025,No,4.76,1987,Yes,3089.312,0.686
430,5.8,Yes,0.081,No,8.57,2009,Yes,2037.348,0.01
431,16.3,Yes,0.057,No,6.31,1999,Yes,1867.569,0.973
432,5.2,No,0.061,No,6.28,2004,No,2848.2924,0.217
433,7.9,Yes,0.061,No,8.3,1987,Yes,3617.9572,0.987
434,9.9,Yes,0.168,Yes,11.97,2004,No,5243.8408,0.31
435,17.4,Yes,0.167,No,8.8,2004,No,2109.2544,0.814
436,8.4,Yes,0.072,Yes,1.81,2004,No,721.0614,0.195
437,6.7,Yes,0.042,No,4.61,1987,Yes,1203.1006,0.42
438,17.4,Yes,0.021,No,4.03,1987,Yes,322.2472,0.85
439,16.8,Yes,0.045,No,9.32,1997,No,3942.8676,0.325
440,18.9,Yes,0.091,Yes,6.48,1999,Yes,3195.84,0.74
441,6.6,No,0.075,No,7.18,2004,No,3338.3212,0.423
442,12.7,No,0.156,No,11.95,1999,No,4086.0146,0.172
443,15.2,Yes,0.034,No,5.55,2009,Yes,1856.2504,0.887
444,7.1,Yes,0.094,No,5.67,2004,No,1267.0174,0.198
445,13.7,Yes,0.036,No,9.22,2009,Yes,5182.5872,0.406
446,11.8,Yes,0.113,Yes,9.32,1987,Yes,5367.6796,0.678
447,13.6,Yes,0.118,No,9.77,1987,Yes,5443.5808,0.384
448,13.1,No,0,No,8.95,1999,Yes,3067.3406,0.668
449,16.7,No,0.061,No,4.88,2004,No,2857.6136,0.956
450,5.8,No,0,No,4.36,2004,No,1406.1696,0.19
451,6.1,Yes,0.077,No,2.97,1999,Yes,1470.0864,0.927
452,9.8,Yes,0.024,No,5.81,2009,Yes,2896.23,0.909
453,7.4,Yes,0.02,No,12.42,2009,Yes,996.0368,0.345
454,16.7,No,0.062,No,2.87,1997,No,948.0992,0.694
455,6.4,Yes,0.006,No,8.23,1987,Yes,2137.8838,0.104
456,16.5,Yes,0.074,No,10.43,1987,Yes,2691.8294,0.563
457,11.9,Yes,0.133,No,4.82,1997,No,978.726,0.965
458,10.2,No,0.012,No,9.88,2004,No,2356.932,0.169
459,13.7,Yes,0.049,No,7.53,1999,Yes,2696.49,0.098
460,13.9,No,0.085,No,5.98,1997,No,2014.7108,0.398
461,8.1,No,0.165,No,5.61,1987,Yes,1707.777,0.576
462,7.4,No,0.022,No,9.24,2004,No,4643.955,0.152
463,12.4,No,0.072,No,2.46,1987,Yes,886.8456,0.257
464,6.8,No,0.108,No,4.78,1987,Yes,958.752,0.267
465,16.8,Yes,0.076,No,1.84,1999,Yes,1150.5024,0.088
466,9.6,No,0.022,No,5.12,1997,No,1547.985,0.701
467,19.9,No,0.021,No,3.1,2009,No,619.194,0.962
468,15.1,Yes,0.026,No,7.37,1997,No,2808.3444,0.294
469,6.6,Yes,0.106,No,4.28,2004,No,1929.4884,0.366
470,16.8,Yes,0.129,No,4.47,1999,Yes,1054.6272,0.262
471,5.9,No,0.151,No,7.71,2009,No,3412.8908,0.89
472,5,No,0.08,No,11.32,1987,Yes,4098.6648,0.359
473,11.2,Yes,0.12,No,2.25,1999,Yes,452.744,0.181
474,6.4,Yes,0.032,No,8.92,2009,Yes,3211.8192,0.832
475,8.4,Yes,0.12,No,8.11,1997,No,2620.5888,0.076
476,5.7,No,0.023,No,7.78,2004,No,1414.1592,0.794
477,15.7,No,0.123,No,5.51,1999,No,1565.9616,0.468
478,13,No,0.071,No,3.3,2009,Yes,1043.9744,0.51
479,13.5,No,0.16,No,7.27,1987,Yes,729.051,0.249
480,10.9,Yes,0.137,No,13.15,1997,No,527.3136,0.626
481,7.5,Yes,0.013,No,10.88,1997,No,1725.7536,0.834
482,10.8,No,0.048,No,2.08,2009,Yes,446.7518,0.309
483,20,Yes,0.082,No,1.75,2009,Yes,585.904,0.405
484,14.3,No,0.05,No,10.52,1999,No,6331.758,0.936
485,17.9,Yes,0.066,No,7.46,1997,No,2247.075,0.809
486,20.6,Yes,0.071,No,3.72,2009,Yes,223.7088,0.92
487,7.7,Yes,0.185,No,1.66,1997,No,727.0536,0.237
488,20.6,Yes,0.083,No,5.98,1987,Yes,2665.8632,0.486
489,5.5,No,0.107,No,7.13,1987,Yes,2311.6576,0.29
490,9.4,Yes,0.16,Yes,11.24,1999,Yes,7017.532,0.196
491,10,Yes,0.039,No,12.19,1997,No,4655.2736,0.251
492,7.4,Yes,0.038,No,3.67,1999,Yes,451.4124,0.9
493,15.5,No,0.026,No,5.11,2009,No,615.1992,0.838
494,19.9,Yes,0.064,No,6.31,1987,Yes,876.1928,0.146
495,11.5,Yes,0.174,No,6.41,1997,No,2454.1388,0.496
496,19.7,Yes,0.078,No,8.89,2004,No,2696.49,0.068
497,20.9,Yes,0.037,No,9.64,1987,Yes,3099.9648,0.071
498,13.4,Yes,0.032,No,3.07,1999,Yes,743.0328,0.176
499,12.1,Yes,0.04,No,8.89,1997,No,1611.9018,0.902
500,20.1,Yes,0.075,No,5.44,2004,No,1215.7508,0.705
501,21.3,Yes,0.02,No,6.04,2009,Yes,3150.5656,0.174
502,6.7,Yes,0.017,No,10.46,1987,Yes,2954.8204,0.668
503,13.7,Yes,0.066,No,2.39,1987,Yes,643.1628,0.936
504,13.6,Yes,0.01,No,8.84,1999,Yes,4940.236,0.84
505,15.5,Yes,0.053,Yes,2.08,2004,No,735.709,0.834
506,10.9,Yes,0.065,No,9.83,1987,Yes,1170.4764,0.143
507,8.1,Yes,0,No,10.59,2009,Yes,3823.0236,0.87
508,21,Yes,0.049,No,5.6,1987,Yes,1549.9824,0.385
509,15.3,Yes,0.027,No,4.26,2009,Yes,1482.7366,0.736
510,19.4,Yes,0.017,No,6.08,1987,Yes,2892.2352,0.827
511,20.7,No,0.114,No,4.64,1997,No,1323.6104,0.447
512,12.4,Yes,0.027,No,2.85,2004,No,1737.738,0.359
513,16.3,Yes,0.026,No,8.41,1987,Yes,1516.0266,0.231
514,10,Yes,0,No,6.03,2004,No,1917.504,0.385
515,6.4,Yes,0.136,No,6.41,2004,No,1017.3424,0.333
516,9.3,Yes,0.175,No,5.21,1999,Yes,1998.7316,0.994
517,14.7,Yes,0.072,No,2.41,1999,Yes,1020.6714,0.733
518,20,No,0.028,No,2.34,2004,No,1222.4088,0.756
519,9.3,Yes,0.067,No,9.21,2009,Yes,1277.0044,0.651
520,10.2,Yes,0.107,No,7.38,2004,No,3547.3824,0.418
521,10.2,Yes,0.127,No,5.53,2009,Yes,1223.0746,0.526
522,9.3,No,0.014,No,10,2009,No,2182.4924,0.049
523,8.9,No,0.088,No,6.17,2004,No,1478.076,0.887
524,19.2,Yes,0.183,No,11.96,1987,Yes,5061.4116,0.875
525,20.8,Yes,0.109,No,8.09,1997,No,2888.2404,0.623
526,13.5,Yes,0.055,No,1.76,1997,No,741.0354,0.982
527,19.7,No,0.018,No,5.06,2004,No,1857.582,0.493
528,8.2,Yes,0.011,Yes,7.54,1987,Yes,2982.784,0.684
529,18.1,Yes,0.049,No,6.37,2004,No,1150.5024,0.463
530,20.3,Yes,0.036,No,10.97,2004,No,5038.1086,0.335
531,8.2,Yes,0.039,No,5.78,1999,Yes,703.0848,0.033
532,18.2,Yes,0.013,No,7.04,2009,Yes,2656.542,0.089
533,19.3,Yes,0.108,No,1.67,2004,No,713.0718,0.649
534,14.5,Yes,0.062,No,7.72,1987,Yes,1691.7978,0.528
535,9.5,No,0.104,No,4.01,1987,Yes,2157.192,0.882
536,19.9,Yes,0.054,No,9.84,1987,Yes,2561.9984,0.281
537,8.7,No,0.088,No,5.99,1987,Yes,2059.9852,0.709
538,10.2,Yes,0.126,No,5.46,2004,No,1334.2632,0.204
539,14,No,0.031,No,2.57,1997,No,692.432,0.016
540,8.4,No,0.024,No,5.7,2009,Yes,1488.7288,0.284
541,14.5,No,0.064,No,13.02,2004,No,3139.9128,0.287
542,18.2,Yes,0.161,No,1.92,1987,Yes,585.904,0.873
543,17.3,Yes,0.073,No,3.86,2009,Yes,1012.6818,0.638
544,13.1,Yes,0.038,No,8.81,1987,Yes,4027.4242,0.638
545,16.4,Yes,0.029,No,12.88,1997,No,2061.3168,0.793
546,6.2,Yes,0.119,No,13.2,2004,No,4207.856,0.495
547,8.4,Yes,0.113,No,3.29,2009,Yes,830.9184,0.057
548,9.5,No,0.105,No,3.94,2009,Yes,1198.44,0.332
549,12.6,No,0.063,No,5.11,1997,No,1960.781,0.116
550,16.9,Yes,0.139,No,7.37,1997,No,2929.52,0.019
551,20.2,No,0.039,No,7.88,1987,Yes,2190.482,0.929
552,15.2,No,0.066,No,7.28,1987,Yes,3661.9,0.504
553,13.7,No,0.027,No,1.9,1999,No,862.8768,0.566
554,12.2,Yes,0.029,No,7.6,2009,Yes,3611.2992,0.044
555,7.9,Yes,0.163,Yes,7.26,1997,No,1451.444,0.121
556,17.5,Yes,0.014,No,12.82,2004,No,1808.3128,0.277
557,21.1,Yes,0.029,No,7.17,2004,No,2311.6576,0.932
558,10.2,Yes,0.108,No,7.33,2009,Yes,1330.2684,0.829
559,17.9,Yes,0.146,No,4.69,2004,No,1418.154,0.561
560,15.6,No,0.046,No,8.36,2004,No,2874.9244,0.033
561,16.1,No,0.063,No,9.11,1987,Yes,2345.6134,0.93
562,13.3,Yes,0.064,No,7.58,1999,Yes,3912.2408,0.219
563,12.9,Yes,0.122,No,2.3,2009,Yes,1274.3412,0.106
564,16.3,Yes,0.026,No,8.32,2004,No,5390.3168,0.133
565,13.2,Yes,0.025,No,8.87,2004,No,5510.8266,0.126
566,8.9,Yes,0,No,2.1,2009,Yes,568.5932,0.983
567,10.3,No,0.031,No,5.72,2004,No,2633.9048,0.657
568,8.1,No,0.079,No,12.86,1999,No,6183.9504,0.438
569,18.6,Yes,0.039,No,12.33,1997,No,2702.4822,0.313
570,20.8,Yes,0.089,No,9.67,1997,No,4843.695,0.902
571,8.2,Yes,0.013,No,7.1,2004,No,1985.4156,0.466
572,17.3,Yes,0.042,No,8.67,2004,No,2061.3168,0.482
573,16.5,No,0,No,4.81,1997,No,3013.4108,0.379
574,9.8,No,0.141,No,2.49,1997,No,809.6128,0.995
575,17.3,Yes,0.073,No,3.8,1999,Yes,623.1888,0.397
576,15.9,Yes,0.069,No,10.94,2004,No,1088.583,0.189
577,16,Yes,0.077,No,2.31,1999,Yes,490.6946,0.29
578,4.6,Yes,0.071,Yes,5.58,1999,Yes,1584.604,0.836
579,11.9,Yes,0.133,No,4.86,1987,Yes,782.9808,0.712
580,8.9,Yes,0.125,No,5.67,2009,Yes,1006.6896,0.794
581,14.9,No,0.01,No,7.87,1987,Yes,2503.408,0.108
582,7.5,Yes,0.104,No,5.51,2004,No,2684.5056,0.691
583,15.6,Yes,0,No,5.6,1999,Yes,2163.1842,0.888
584,8,Yes,0.111,No,7.72,2004,No,3383.5956,0.687
585,7.2,Yes,0.1,No,9.69,1997,No,1957.452,0.474
586,16.1,Yes,0.024,Yes,9.45,2009,Yes,5350.3688,0.37
587,16.1,No,0.025,No,4.77,2004,No,2220.443,0.49
588,9.8,No,0.045,No,1.85,1997,No,705.748,0.934
589,15.3,Yes,0.09,No,10.69,1987,Yes,1078.596,0.071
590,10,Yes,0.026,No,13.16,1997,No,3700.5164,0.885
591,6.7,No,0.03,No,3.38,1987,Yes,593.2278,0.585
592,10.3,No,0.011,No,4.41,1999,No,1125.202,0.007
593,18.4,Yes,0.014,No,11.14,1999,Yes,1570.6222,0.455
594,13.8,No,0.015,No,4.55,2004,No,2141.2128,0.324
595,20.8,No,0.084,No,8.94,1999,Yes,3428.2042,0.137
596,9.9,No,0.029,No,5.89,2009,Yes,1506.0396,0.506
597,11.1,Yes,0.176,No,7.84,1987,Yes,1901.5248,0.746
598,10.1,No,0.054,No,11.19,2004,No,2684.5056,0.675
599,14,No,0.106,No,7.2,2009,Yes,1139.8496,0.27
600,6.1,Yes,0.028,No,5.5,1999,Yes,1637.868,0.672
601,8.5,Yes,0.098,No,2.56,2004,No,1350.2424,0.598
602,9.1,Yes,0,No,5.72,1997,No,1593.9252,0.31
603,13.5,Yes,0,No,9,1987,Yes,4889.6352,0.628
604,10.8,Yes,0,Yes,3.62,1999,Yes,805.618,0.154
605,15.2,Yes,0.05,Yes,4.77,2004,No,1438.128,0.312
606,11.5,No,0.038,No,5.35,1987,Yes,3038.7112,0.289
607,9.8,Yes,0.026,No,10.78,2009,Yes,649.155,0.46
608,14.8,Yes,0.09,No,5.77,2009,Yes,1821.6288,0.092
609,17.2,Yes,0.156,No,7.98,2004,No,3048.6982,0.692
610,19.2,Yes,0.035,No,9.07,1997,No,1443.4544,0.146
611,14.9,No,0.01,No,7.79,2009,No,3129.26,0.284
612,7.6,Yes,0.055,No,2.92,2009,Yes,509.337,0.371
613,9.6,No,0.022,No,5.24,2009,Yes,1341.587,0.82
614,7.9,No,0.074,No,10.92,2004,No,4819.0604,0.795
615,10.4,Yes,0.112,No,2.9,2004,No,659.142,0.964
616,17.6,Yes,0.049,No,5.78,1997,No,2519.3872,0.441
617,7.6,No,0.146,No,8.64,2009,No,2250.404,0.172
618,11.1,Yes,0.033,No,5.98,1999,Yes,2251.7356,0.435
619,16.1,No,0.048,No,6.37,1997,No,2265.0516,0.57
620,5.2,Yes,0.083,No,12.3,1997,No,990.7104,0.838
621,6.4,Yes,0.007,No,3.14,1997,No,796.2968,0.289
622,11.7,Yes,0,No,7.63,2004,No,303.6048,0.363
623,18.3,No,0.171,No,7.72,2004,No,2190.482,0.705
624,11.8,No,0.026,No,5.11,1999,No,2444.8176,0.853
625,18.2,Yes,0.161,No,1.88,1997,No,366.19,0.692
626,13.7,No,0.026,No,4.06,1987,Yes,792.302,0.057
627,8.4,No,0.04,No,9.57,1999,No,1713.7692,0.482
628,20.7,No,0.079,No,4.99,1999,Yes,1488.063,0.705
629,17.8,Yes,0.031,No,9.02,1997,No,2336.958,0.835
630,18,Yes,0.073,No,7.87,2009,Yes,778.986,0.19
631,6.4,Yes,0.054,No,8.92,2009,Yes,2328.3026,0.869
632,17.7,No,0.017,No,2.51,1999,No,1166.4816,0.39
633,8.2,Yes,0.014,No,9.11,1999,Yes,3661.9,0.282
634,17.2,No,0.025,No,7.46,1999,Yes,1177.1344,0.667
635,19.6,Yes,0.04,No,8.18,1987,Yes,1151.1682,0.213
636,8,Yes,0.112,No,7.63,1999,Yes,3383.5956,0.543
637,16.4,Yes,0.021,No,2.56,1997,No,571.2564,0.895
638,17.3,Yes,0.114,No,12.67,1999,Yes,6040.1376,0.131
639,13.8,Yes,0.097,No,2.87,2004,No,1358.232,0.307
640,8.5,Yes,0.058,No,5.22,2004,No,1238.388,0.436
641,11.8,No,0.077,No,1.62,1987,Yes,169.779,0.526
642,15.4,Yes,0.035,No,6.14,1999,Yes,2832.979,0.817
643,18.5,Yes,0.034,No,6.55,1987,Yes,1713.7692,0.591
644,20.3,No,0.103,No,4.72,2004,No,2982.784,0.887
645,12.4,Yes,0.164,No,5.96,2004,No,1303.6364,0.433
646,14.5,No,0.059,No,8.61,1997,No,2897.5616,0.773
647,14.8,Yes,0.045,Yes,3.92,1987,Yes,918.804,0.825
648,14,No,0.03,No,7.2,2009,Yes,866.8716,0.939
649,14.7,Yes,0.011,No,2.69,1987,Yes,221.0456,0.016
650,9.4,No,0.109,Yes,2.15,2004,No,426.112,0.566
651,19.8,Yes,0.012,No,9.41,1997,No,2647.2208,0.247
652,7.6,Yes,0.064,No,7.72,2009,Yes,2503.408,0.066
653,20.3,Yes,0.148,No,11.74,1987,Yes,2812.3392,0.42
654,18.3,Yes,0.012,No,8.01,2004,No,3235.788,0.819
655,9.3,Yes,0.174,No,5.34,2004,No,841.5712,0.251
656,16.6,Yes,0.136,Yes,8.53,2004,No,1379.5376,0.892
657,4.9,Yes,0.046,No,9.83,1999,Yes,3769.7596,0.307
658,6.4,Yes,0,Yes,5.45,1997,No,1186.4556,0.486
659,18.5,Yes,0.052,No,5.92,1999,Yes,1540.6612,0.763
660,11.6,Yes,0.041,Yes,7.12,1987,Yes,2552.6772,0.369
661,10.9,No,0.032,No,7.39,1987,Yes,1166.4816,0.03
662,9.3,Yes,0.045,No,12.31,2009,Yes,2702.4822,0.594
663,8.3,No,0.032,Yes,6.24,2004,No,2956.152,0.712
664,12.8,Yes,0.07,No,13.02,1997,No,8132.0812,0.517
665,16.8,Yes,0.082,No,12.92,2009,Yes,1541.9928,0.498
666,16.9,No,0.027,No,4.69,1999,Yes,466.06,0.913
667,16,Yes,0.057,No,11.25,1987,Yes,5851.0504,0.386
668,16,Yes,0.041,No,7.06,1999,Yes,2681.8424,0.12
669,9.6,No,0,No,5.08,1999,Yes,2373.577,0.311
670,9.6,Yes,0.025,No,9.33,2009,Yes,1884.214,0.562
671,7.5,Yes,0.076,No,7.8,1999,Yes,1853.5872,0.231
672,14.9,Yes,0.099,No,8.49,2009,Yes,673.7896,0.219
673,10.5,Yes,0.041,No,1.96,1999,Yes,540.6296,0.948
674,8.6,No,0.033,No,5.68,1987,Yes,2732.4432,0.148
675,15.5,No,0.025,No,4.14,2004,No,1228.401,0.378
676,14.7,Yes,0.072,No,2.41,1997,No,874.8612,0.51
677,17.7,No,0.041,No,4.13,1987,Yes,731.0484,0.666
678,9.2,Yes,0.009,No,6.16,1997,No,4264.449,0.449
679,14.9,Yes,0.019,No,9.41,2004,No,3014.7424,0.42
680,13.7,Yes,0.077,No,2.78,1987,Yes,282.965,0.583
681,16.4,Yes,0.013,No,5.28,1999,Yes,1065.28,0.695
682,16,Yes,0.061,No,11.28,1999,Yes,2925.5252,0.399
683,18.9,Yes,0.043,No,12.89,2004,No,5382.993,0.74
684,20.7,Yes,0.021,No,7.83,2004,No,1571.288,0.73
685,9.3,Yes,0.043,No,4.43,1987,Yes,1427.4752,0.867
686,19.6,Yes,0.04,No,8.31,1997,No,2960.1468,0.82
687,14.3,Yes,0.13,No,3.8,1997,No,1158.492,0.009
688,13.1,Yes,0.076,No,8.36,1987,Yes,3008.0844,0.668
689,17.9,No,0.047,No,6.19,2009,No,866.8716,0.632
690,8.9,Yes,0.143,No,2.94,1997,No,1151.1682,0.493
691,20.3,No,0.023,No,12.04,1987,Yes,3364.9532,0.141
692,10.3,No,0.031,No,5.64,1999,No,343.5528,0.24
693,17.9,Yes,0.066,No,7.58,1987,Yes,2546.685,0.469
694,7.2,No,0.145,No,5.03,1999,No,1127.8652,0.353
695,17.4,Yes,0.015,No,3.73,2004,No,739.038,0.727
696,10,No,0.038,No,6.48,2009,No,1413.4934,0.027
697,18.6,Yes,0.048,No,9.25,1999,Yes,2993.4368,0.913
698,16.8,Yes,0.105,No,7.76,1999,Yes,1721.093,0.647
699,17.8,Yes,0.015,No,8.04,2004,No,2864.2716,0.077
700,6.4,Yes,0.054,No,8.93,1999,Yes,3582.004,0.091
701,7.4,Yes,0.12,No,7.14,1997,No,3149.234,0.8
702,19.2,Yes,0.183,No,12.15,1997,No,3374.2744,0.196
703,5.5,No,0.107,No,7.21,2004,No,288.9572,0.652
704,17.5,Yes,0,No,12.92,1987,Yes,3358.2952,0.303
705,12.3,No,0.106,No,8.81,1987,Yes,3663.2316,0.299
706,19.7,Yes,0.065,No,4.41,1997,No,1744.396,0.845
707,14.5,Yes,0.02,No,8.12,2009,Yes,1957.452,0.774
708,19.4,Yes,0.033,No,8.62,1987,Yes,1911.5118,0.806
709,9.2,No,0.078,No,5.34,1999,No,4098.6648,0.033
710,16.3,Yes,0,No,4.51,2009,Yes,1653.8472,0.047
711,20.7,No,0.101,No,6.18,2009,No,1981.4208,0.792
712,11.8,Yes,0.115,Yes,9.99,1997,No,2380.9008,0.867
713,9.5,No,0.011,No,9.27,1997,No,2021.3688,0.689
714,12.9,Yes,0.033,No,8.6,2004,No,5345.7082,0.987
715,11.7,No,0.059,No,8.56,2004,No,2931.5174,0.662
716,15.6,Yes,0,No,5.59,2009,Yes,1454.1072,0.634
717,18.9,Yes,0.142,No,8.42,1987,Yes,2874.9244,0.796
718,6.9,No,0.036,No,12.22,1999,Yes,6353.0636,0.322
719,11.7,Yes,0.04,No,11.37,1999,Yes,4567.388,0.753
720,20.4,Yes,0.054,No,5.84,1997,No,2356.932,0.124
721,10.9,No,0.01,No,6.09,1999,Yes,2463.46,0.236
722,7.3,Yes,0.086,No,7.36,1999,Yes,1921.4988,0.41
723,11.1,Yes,0.033,No,5.83,1987,Yes,1066.6116,0.356
724,9.8,Yes,0.047,No,4.97,2004,No,2428.8384,0.426
725,17.6,No,0.039,No,4.87,1987,Yes,965.41,0.997
726,16.5,No,0.16,No,7.2,2009,No,1581.9408,0.059
727,9,Yes,0.039,Yes,1.75,1997,No,476.047,0.577
728,12.6,No,0.042,No,6.23,1997,No,2450.144,0.752
729,13.9,Yes,0.031,Yes,7.17,1997,No,1985.4156,0.174
730,18.3,No,0.184,No,5.51,2009,Yes,1867.569,0.014
731,18.3,Yes,0.06,No,8.15,1987,Yes,1151.1682,0.878
732,11.8,Yes,0.009,No,5.86,2004,No,2432.8332,0.078
733,9.3,Yes,0.062,No,7.4,1999,Yes,1647.855,0.2
734,15,Yes,0.064,Yes,2.26,1999,Yes,792.302,0.334
735,12.5,Yes,0.007,No,2.14,1987,Yes,639.168,0.715
736,17.4,Yes,0.167,No,8.81,1987,Yes,2988.1104,0.198
737,8,Yes,0.015,No,4.24,2009,Yes,1747.725,0.151
738,10.5,No,0.014,No,7.1,2009,No,2410.8618,0.925
739,14.4,Yes,0.017,No,5.63,1997,No,1989.4104,0.505
740,11.5,Yes,0,No,5.98,2009,Yes,829.5868,0.479
741,12.5,No,0.082,No,4.61,2009,No,1358.232,0.05
742,14.2,Yes,0.009,No,9.75,2004,No,1964.11,0.777
743,6.2,No,0.05,No,11.37,1987,Yes,5191.2426,0.187
744,18.1,Yes,0.022,No,4.8,1997,No,1808.9786,0.213
745,20,Yes,0.081,No,1.84,1999,Yes,768.999,0.453
746,17.8,Yes,0.076,No,5.62,1999,Yes,2348.9424,0.549
747,14,No,0.136,No,2.73,1997,No,1597.92,0.827
748,15.4,No,0,No,9.65,1999,No,2492.7552,0.853
749,20.3,No,0.015,No,9.58,1997,No,3078.6592,0.048
750,15.9,No,0.007,No,2.04,1987,Yes,679.116,0.73
751,19.9,No,0.021,No,3.14,1987,Yes,928.791,0.788
752,7.4,Yes,0.16,No,4.7,2004,No,1304.968,0.331
753,11.3,Yes,0.007,No,9.84,2004,No,2768.3964,0.523
754,7.7,Yes,0.122,No,5.91,1997,No,958.752,0.236
755,10.6,Yes,0.035,No,4.22,1987,Yes,852.224,0.702
756,15.9,Yes,0.043,No,1.88,2004,No,270.3148,0.879
757,20.1,Yes,0.077,No,3.04,1987,Yes,1347.5792,0.72
758,9.8,No,0.073,No,5.93,2004,No,843.5686,0.133
759,20.4,Yes,0.142,No,6.1,2004,No,1347.5792,0.427
760,6.9,Yes,0.023,No,13,1987,Yes,6018.1662,0.698
761,20.4,Yes,0.054,No,5.83,1987,Yes,1885.5456,0.844
762,9.2,No,0.117,No,7.95,2004,No,2246.4092,0.562
763,9.7,Yes,0.114,No,7.94,1999,Yes,4436.8912,0.634
764,11.7,No,0.076,No,4.26,1997,No,2181.1608,0.923
765,6,No,0.066,No,9.42,1987,Yes,1491.392,0.319
766,7.6,Yes,0.061,Yes,4.67,2009,Yes,1323.6104,0.147
767,9.6,No,0.014,No,9.37,2009,No,2647.2208,0.177
768,19.6,Yes,0.034,Yes,2.81,1997,No,773.6596,0.185
769,17.6,Yes,0.097,No,4.49,2004,No,351.5424,0.198
770,8.4,No,0.031,No,11.44,1999,Yes,5954.9152,0.691
771,9.3,Yes,0.028,No,9.79,1987,Yes,2332.9632,0.245
772,19.8,Yes,0.034,No,10.66,2004,No,4247.804,0.443
773,6.8,Yes,0.067,No,9.27,1987,Yes,3914.904,0.325
774,15.3,No,0.085,No,10.75,1997,No,1923.4962,0.415
775,15.7,No,0.028,No,8.41,1997,No,4074.696,0.549
776,17.9,Yes,0.052,No,6.09,2004,No,2817.6656,0.489
777,15,No,0.161,No,9.26,1987,Yes,2213.1192,0.647
778,13.8,No,0.064,No,3.87,1999,No,1593.9252,0.518
779,7.5,Yes,0.076,No,7.7,2009,Yes,2625.9152,0.471
780,15.9,Yes,0.043,No,1.92,1997,No,540.6296,0.161
781,20.8,Yes,0.109,No,8.07,2009,Yes,4492.8184,0.583
782,5.8,Yes,0.081,No,8.42,2004,No,1188.453,0.248
783,13.1,No,0.099,No,9.79,1999,Yes,4138.6128,0.257
784,10.1,No,0,No,11.26,1987,Yes,3579.3408,0.958
785,16.8,Yes,0.033,No,9.61,2004,No,3848.324,0.085
786,17.1,No,0,No,10.43,1999,No,5383.6588,0.681
787,7.4,Yes,0.02,No,12.45,1997,No,2241.0828,0.559
788,7.5,Yes,0.104,No,5.69,1997,No,671.1264,0.035
789,19.2,No,0.023,No,9.06,2004,No,2380.235,0.832
790,18.6,Yes,0.152,No,5,1997,No,201.0716,0.655
791,7.1,Yes,0.045,No,2.96,2009,Yes,651.8182,0.793
792,11,No,0.133,No,11.08,2004,No,4187.2162,0.618
793,7.5,No,0.044,No,9.15,2009,Yes,4394.28,0.658
794,8.9,No,0.138,No,8.11,1999,Yes,2577.9776,0.969
795,4.8,No,0.038,No,6.34,1987,Yes,2628.5784,0.134
796,7.8,Yes,0.089,No,3.14,2009,Yes,1707.777,0.192
797,10.9,Yes,0.137,No,13.19,1999,Yes,7646.0472,0.943
798,15,No,0.027,No,11.05,2009,Yes,1768.3648,0.291
799,12.2,Yes,0,No,11.22,2009,Yes,5626.01,0.863
800,16.7,No,0.119,No,9.02,1987,Yes,3078.6592,0.003
801,15.1,No,0.067,No,12.87,2009,No,3874.956,0.172
802,8,Yes,0,No,7.89,1987,Yes,1713.7692,0.23
803,19.4,No,0.05,No,3.91,1999,Yes,1492.7236,0.833
804,4.6,Yes,0.071,Yes,5.73,1997,No,1245.046,0.079
